cell line	drug	target	log10[max. dose (M)]	R^2 (goodness of fit)	log10[EC50 (M)]	log10[IC50 (M)]	log10[GI50 (M)]	HillSlope	E_inf	E_max	AUC
MCF12A	Lestaurtinib	FLT3/JAK2/TrkA	-4.4776	0.9803	-6.1666	-6.1179	-6.3652	1.1828	0.06847	0.08234	6.3816
MCF12A	MG-132	Proteasome	-4.1759	0.98065	-7.3074	-7.2965	-7.4021	2.3635	0.028945	0.028946	4.0023
MCF12A	MLN4924	NAE1	-4.1759	0.98365	-7.0024	-6.6975	-7.0920000000000005	0.85855	0.22035	0.22359	5.3896
MCF12A	NSC663284	CDC25	-3.7773	0.99205	-5.7213	-5.7192	-5.7871	4.0	0.008006000000000001	0.008006000000000001	5.8402
MCF12A	NU6102	CDK1/2	-4.1759	0.9836	-4.7808	-4.7809	-4.9444	2.157	0	0.047202999999999995	8.1933
MCF12A	Nutlin 3a	MDM2	-4.1759	0.9692	-5.8674	-5.6610000000000005	-5.8686	1.012	0.1898	0.20588	6.5847
MCF12A	Olomoucine II	CDK1	-3.8761	0.9818	-5.1771	-5.1151	-5.2151	4.0	0.2187	0.2187	7.5887
MCF12A	Oxaliplatin	DNA cross-linker	-3.2013	0.9322	-5.4328	-5.4326	-5.7545	0.58835	0	0.050155	5.3792
MCF12A	Oxamflatin	HDAC	-4.1759	0.9898	-5.5399	-5.5398	-5.6994	2.043	0	0.0016324000000000002	6.5077
MCF12A	PD173074	FGFR1/3	-4.4776	0.9229	-4.6482	-4.6481	-4.6419999999999995	2.259	0	0.29169	8.0698
MCF12A	PP242 hydrate	MTOR	-4.301	0.9504	-7.685	-7.0554	-7.7564	0.3975	0.2189	0.25267	4.9015
MCF12A	Paclitaxel	TUBB	-4.4776	0.9575	-7.9916	-7.872000000000001	-7.9736	3.99	0.3105	0.3105	5.1298
MCF12A	SB-715992	KSP	-4.4776	0.93595	-7.1016	-7.0657	-7.3108	1.7331	0.09395	0.11360999999999999	5.2186
MCF12A	Sigma AKT1-2 inhibitor	AKT	-4.1759	0.934	-4.8256	-4.8256	-5.0081	1.3597	0	0.1273	7.3651
MCF12A	Sunitinib Malate	PDGFR/VEGFR/KIT/FLT3	-3.7773	0.9671	-5.1293	-5.1288	-5.1979	3.0015	0.0014745	0.0024241999999999996	6.7915
MCF12A	TCS2312 dihydrochloride	CHK1	-4.4776	0.97635	-6.0606	-5.9924	-6.1961	1.446	0.10395	0.10912999999999999	6.5078
MCF12A	Tamoxifen	ESR1	-3.7773	0.9773	-4.8593	-4.8587	-4.919	3.31	0.003918	0.0041782	7.5998
MCF12A	Temsirolimus	MTOR	-3.8761	0.9307	-4.9181	-4.9179	-5.1132	1.4905	0	0.043128	6.6853
MCF12A	Topotecan	TOP1	-3.9626	0.9716	-6.8631	-6.8629999999999995	-7.6411	0.58065	0	0.020824000000000002	4.2451
MCF12A	Trichostatin A	HDAC	-2.301	0.9877	-4.664	-4.6507	-4.7526	1.575	0.02402	0.024205	5.2011
MCF12A	Triciribine	AKT	-4.4776	0.9141	-7.0446	-6.8181	-7.2326	0.45685	0.09693500000000001	0.15357	5.1533
MCF12A	VX-680	AURK/FLT3/ABL/JAK2	-4.0	0.9463	-6.03	-5.7835	-6.1471	0.6227	0.1488	0.19275	6.195
MCF12A	Valproic acid	HDAC	-1.8239	0.9575	-2.6011	-2.6010000000000004	-2.7737	1.3295	0	0.085668	7.0760000000000005
MCF12A	Vinorelbine	TUBB	-4.3335	0.9048	-8.0745	-7.9781	-8.051	3.998	0.2931	0.2931	4.8049
MCF12A	Vorinostat	HDAC	-1.7282	0.9795	-3.7242	-3.6907	-3.827	1.2009999999999998	0.04494	0.048746	5.7846
MCF12A	XRP44X	ELK3	-3.8761	0.9763	-6.6931	-6.5021	-6.6819	2.0905	0.2683	0.26836	5.6601
MCF12A	Z-Leu-Leu-Leu-al	Proteasome	-4.1759	0.856	-7.1439	-7.1054	-7.3686	1.66	0.053276	0.05330700000000001	4.2936
MCF12A	Z-Leu-Leu-Norvalinal	Proteasome	-4.1759	0.96145	-6.7609	-6.7589999999999995	-7.0225	1.493	0.0038575000000000003	0.0040714	4.5658
MCF7	17-AAG	HSP90	-4.0	0.8873	-6.04	-5.5267	-6.2554	0.6306	0.2628	0.29903	6.5267
MCF7	5-FU	TYMS	-1.7167	0.94665	-3.7182	-3.5542	-4.3345	0.52535	0.08591499999999999	0.1618	5.9745
MCF7	5-FUdR	TYMS	-2.301	0.8187	-3.625	-2.301	-3.8407	1.018	0.5231	0.54357	7.6867
MCF7	AG1478	EGFR	-3.7773	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8.3896
MCF7	BIBW2992	EGFR/HER2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
MCF7	Baicalein	Lipoxygenase	-3.7773	0.84015	-3.9008	-3.9362	-3.9849	3.987	0.019305000000000003	0.38001999999999997	8.3537
MCF7	Bortezomib	Proteasome	-3.7773	0.95885	-6.7713	-6.6724	-7.0551	1.3098	0.12311	0.12482	4.8839999999999995
MCF7	Bosutinib	Src	-4.0	0.8507	-5.857	-4.1284	-5.6468	0.7495	0.4747	0.49517	7.2106
MCF7	CGC-11047	Polyamine analogue	-2.301	0.941	-2.4693	-2.4693	-3.2887	0.4982	0	0.21969	6.962000000000001
MCF7	CGC-11144	Polyamine analogue	-3.15	0.9721	-5.523	-5.5234	-6.3001	0.6162	0	0.033329000000000004	5.0893
MCF7	CPT-11	TOP1	-4.0696	0.9236	-4.3761	-4.376	-4.5863	1.706	0	0.2308	8.1762
MCF7	Carboplatin	DNA cross-linker	-2.8697	0.9478	-3.2721	-3.1874	-3.6325	1.168	0.01731	0.3221	8.0498
MCF7	Cisplatin	DNA cross-linker	-3.6021	0.9694	-4.3218	-4.234	-4.6447	1.178	0.07551000000000001	0.19814	7.6951
MCF7	Docetaxel	TUBB	-5.0	0.9618	-8.068999999999999	-6.8236	-7.976	1.104	0.4827	0.48283000000000004	6.4719
MCF7	Doxorubicin	TOP2	-6.2596	0.975	-6.7234	-6.7235	-6.9475	1.32	0	0.19627	7.9183
MCF7	Epirubicin	TOP2	-3.7645	0.90305	-5.952999999999999	-5.9181	-6.4764	1.4441	0.0809	0.14377	5.7115
MCF7	Erlotinib	EGFR	-4.1759	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9.0535
MCF7	Etoposide	TOP2	-3.4776	0.93185	-4.6461	-4.2247	-5.1533	0.5006	0.16842000000000001	0.37055	7.1186
MCF7	Everolimus	MTOR	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
MCF7	Fascaplysin	CDK4	-4.4776	0.97845	-6.5106	-6.5102	-6.6917	1.9035	0	0	5.5745
MCF7	GSK1059615	PI3K	-3.8761	0.93645	-5.5426	-4.6506	-5.6069	1.2545	0.39395	0.40042	7.3132
MCF7	GSK1070916	AURK	-4.4776	0.8992	-4.8142	-4.8141	-4.9891	2.6155	0	0.19906	8.0618
MCF7	GSK1120212	MEK	-4.7773	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8.7392
MCF7	GSK1838705A	IGF1R	-4.1759	0.89765	-5.8759	-5.5369	-6.0785	1.3176	0.2332	0.25119	6.7024
MCF7	GSK2119563A	PI3K	-4.4776	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7.6564
MCF7	GSK2126458A	PI3K	-4.4776	0.9876	-7.7246	-7.563	-8.1347	1.024	0.1581	0.1585	4.6877
MCF7	GSK461364	PLK1	-4.4776	0.80305	-6.3506	-4.6631	-6.4936	3.1375	0.3164	0.3789	7.0589
MCF7	GSK923295	CENPE	-4.4776	0.8675	-5.809	-4.4776	-5.7399	0.5729	0.2454	0.53635	7.5521
MCF7	Gefitinib	EGFR	-4.4776	0.8208	-4.4459	-4.4776	-4.5825	1.0390000000000001	0	0.51902	8.1555
MCF7	Geldanamycin	HSP90	-4.0	0.9211	-6.7860000000000005	-4.0	-6.6252	1.4240000000000002	0.6161	0.6161	7.52
MCF7	Gemcitabine	DNA replication	-3.8416	0.76665	-8.0196	-3.8416	-4.489	2.3040000000000003	0.7316	0.73188	7.3115
MCF7	IKK 16	IKK	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
MCF7	Ibandronate sodium salt	FDPS	-2.8239	0.956	-4.0749	-3.9651	-4.2942	2.374	0.2259	0.22673000000000001	7.3417
MCF7	Imatinib	ABL/KIT/PDGFR	-3.248	0.9699	-4.5889999999999995	-4.5889	-4.7959	2.04	0	0.001853	6.5013
MCF7	Ixabepilone	TUBB	-4.4045	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4.1086
MCF7	LBH589	HDAC	-4.4776	0.9871	-6.8476	-6.8292	-7.124	1.524	0.031560000000000005	0.031796	5.3056
MCF7	Lestaurtinib	FLT3/JAK2/TrkA	-4.4776	0.9697	-5.6836	-5.6794	-5.8446	2.6860000000000004	0.013380000000000001	0.013947999999999999	6.8273
MCF7	MG-132	Proteasome	-4.1759	0.9513	-6.2379	-6.236000000000001	-6.4871	1.3880000000000001	0.002307	0.0036775999999999996	5.3974
MCF7	MLN4924	NAE1	-4.1759	0.9836	-6.4399	-6.1838	-7.1668	0.7465	0.1781	0.19454000000000002	5.8664
MCF7	NSC663284	CDC25	-3.7773	0.9778	-5.3003	-5.2999	-5.489	1.8459999999999999	0.001423	0.00296	6.1622
MCF7	NU6102	CDK1/2	-4.1759	0.9067	-4.5431	-4.5052	-4.6055	3.9930000000000003	0.1472	0.17538	7.9073
MCF7	Nutlin 3a	MDM2	-4.1759	0.88995	-4.8658	-4.8657	-5.2657	0.77275	0	0.22726	7.29
MCF7	Olomoucine II	CDK1	-3.8761	0.968	-5.1651	-5.1401	-5.245	3.609	0.09351	0.09353	6.7612
MCF7	Oxaliplatin	DNA cross-linker	-3.2013	0.946	-4.3493	-4.3497	-5.3091	0.6103	0	0.16421	6.8281
MCF7	Oxamflatin	HDAC	-4.1759	0.9556	-5.5379	-5.4857	-5.7907	1.214	0.06775	0.08801	6.5388
MCF7	PD173074	FGFR1/3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
MCF7	PP242 hydrate	MTOR	-4.301	0.9482	-10.157	-9.6593	-10.375	0.4305	0.195	0.19742	2.6031
MCF7	Paclitaxel	TUBB	-4.4776	0.9768	-7.8906	-7.1065	-7.8335	1.6440000000000001	0.4743	0.4743	6.1682
MCF7	SB-715992	KSP	-4.4776	0.89	-6.6601	-6.66	-7.3871	0.45375	0	0.09295700000000001	5.3114
MCF7	Sigma AKT1-2 inhibitor	AKT	-4.1759	0.9652	-5.4019	-5.4021	-5.8174	1.148	0	0.03764	6.4156
MCF7	Sunitinib Malate	PDGFR/VEGFR/KIT/FLT3	-3.7773	0.97775	-5.1203	-5.12	-5.2371	3.214	0.00206	0.0023753	6.502999999999999
MCF7	TCS2312 dihydrochloride	CHK1	-4.4776	0.9777	-5.7676	-5.7677	-6.007000000000001	1.46	0	0.012905000000000002	6.5153
MCF7	Tamoxifen	ESR1	-3.7773	0.74855	-4.6808	-3.9578	-4.1395	0.4719	0.28585	0.52912	7.6945
MCF7	Temsirolimus	MTOR	-3.8761	0.8316	-5.1011	-5.1008	-5.7896	0.4175	0	0.23553000000000002	6.3411
MCF7	Topotecan	TOP1	-3.9626	0.8837	-5.7031	-5.2955	-5.8839	1.0841	0.24815	0.26166	6.8515
MCF7	Trichostatin A	HDAC	-2.301	0.97665	-5.013999999999999	-4.9761	-5.1867	1.7175	0.0697	0.069722	4.8153
MCF7	Triciribine	AKT	-4.4776	0.96905	-6.5801	-6.1686	-6.7767	0.84905	0.27475	0.28662	6.4195
MCF7	VX-680	AURK/FLT3/ABL/JAK2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
MCF7	Valproic acid	HDAC	-1.8239	0.95	-2.2909	-2.2348	-2.6402	1.7280000000000002	0.1	0.22143000000000002	7.9772
MCF7	Vinorelbine	TUBB	-4.3335	0.83785	-7.5265	-7.3826	-7.8807	1.051	0.15757000000000002	0.20105	4.8392
MCF7	Vorinostat	HDAC	-1.7282	0.98305	-3.9882	-3.9464	-4.224	1.2745	0.05681	0.058099	5.4338
MCF7	XRP44X	ELK3	-3.8761	0.8247	-6.4121	-3.8761	-6.3476	3.985	0.5337	0.5337	7.0612
MCF7	Z-Leu-Leu-Leu-al	Proteasome	-4.1759	0.9758	-6.1479	-6.1376	-6.4133	1.113	0.01285	0.019116	5.6668
MCF7	Z-Leu-Leu-Norvalinal	Proteasome	-4.1759	0.982	-5.6629	-5.656000000000001	-5.8182	1.8940000000000001	0.01434	0.015843	6.2138
MDAMB134VI	17-AAG	HSP90	-4.0	0.9871	-7.185	-7.1306	-7.3874	2.525	0.1285	0.1285	4.6601
MDAMB134VI	5-FU	TYMS	-1.7167	0.9445	-2.9097	-2.5858	-3.5621	0.8234	0.2297	0.3023	8.2612
MDAMB134VI	5-FUdR	TYMS	-2.301	0.8293	-2.342	-2.3116	-3.2528	0.5893	0.08775	0.53058	7.9144
MDAMB134VI	AG1478	EGFR	-3.7773	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8.7857
MDAMB134VI	BIBW2992	EGFR/HER2	-4.1759	0.9579	-5.2049	-5.2044	-5.4921	1.482	0	0.029033999999999997	6.7286
MDAMB134VI	Baicalein	Lipoxygenase	-3.7773	0.852	-3.7787	-3.7773	-4.0364	2.9789999999999996	0	0.55919	8.3025
MDAMB134VI	Bortezomib	Proteasome	-3.7773	0.993	-7.0923	-7.0895	-7.3434	2.522	0.007851	0.007851	3.7604
MDAMB134VI	Bosutinib	Src	-4.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8.2521
MDAMB134VI	CGC-11047	Polyamine analogue	-2.301	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9.3355
MDAMB134VI	CGC-11144	Polyamine analogue	-3.15	0.9807	-5.605	-5.6049	-6.4374	0.7568	0	0.013681	4.7685
MDAMB134VI	CPT-11	TOP1	-4.0696	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8.7858
MDAMB134VI	Carboplatin	DNA cross-linker	-2.8697	0.84625	-3.3983	-3.3930000000000002	-3.6484	3.553	0.022875	0.050942	8.1638
MDAMB134VI	Cisplatin	DNA cross-linker	-3.6021	0.96	-4.3358	-4.3185	-4.6818	1.9040000000000001	0.03665	0.073771	8.6404
MDAMB134VI	Docetaxel	TUBB	-5.0	0.9854	-8.176	-7.8585	-8.2672	1.6740000000000002	0.353	0.353	7.8615
MDAMB134VI	Doxorubicin	TOP2	-6.2596	0.8403	-6.212000000000001	-6.2596	-6.4295	1.8	0	0.55015	8.3275
MDAMB134VI	Epirubicin	TOP2	-3.7645	0.9784	-5.8625	-5.8538	-6.2772	1.615	0.015880000000000002	0.016281999999999998	7.4569
MDAMB134VI	Erlotinib	EGFR	-4.1759	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8.2468
MDAMB134VI	Etoposide	TOP2	-3.4776	0.9497	-4.8486	-4.0551	-5.6362	0.5406	0.3137	0.41915	7.2305
MDAMB134VI	Everolimus	MTOR	-4.1759	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6.5446
MDAMB134VI	Fascaplysin	CDK4	-4.4776	0.9267	-6.3986	-6.3988	-6.6442	1.9	0	0	5.4362
MDAMB134VI	GSK1059615	PI3K	-3.8761	0.9728	-5.7421	-5.7232	-6.2573	1.681	0.007508	0.014663999999999998	5.8201
MDAMB134VI	GSK1070916	AURK	-4.4776	0.81545	-4.5868	-4.5868	-5.5744	0.5597	0	0.48641999999999996	7.9183
MDAMB134VI	GSK1120212	MEK	-4.7773	0.9541	-7.6033	-6.6651	-8.0082	0.9934	0.4416	0.44247	6.4887
MDAMB134VI	GSK1838705A	IGF1R	-4.1759	0.946	-4.9248	-4.9248	-5.2286	1.7830000000000001	0	0.044461	7.0493
MDAMB134VI	GSK2119563A	PI3K	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
MDAMB134VI	GSK2126458A	PI3K	-4.4776	0.98845	-7.2176	-7.2177	-7.9713	0.7442	0	0.009210700000000002	4.4619
MDAMB134VI	GSK461364	PLK1	-4.4776	0.79865	-4.7865	-4.6231	-4.9107	3.9995	0.015855	0.20888	7.6944
MDAMB134VI	GSK923295	CENPE	-4.4776	0.9558	-6.9366	-6.6702	-6.9826	3.977	0.4617	0.4617	7.7426
MDAMB134VI	Gefitinib	EGFR	-4.4776	0.7412	-4.334	-4.4776	-4.6396	2.502	0	0.6958300000000001	8.9418
MDAMB134VI	Geldanamycin	HSP90	-4.0	0.9301	-7.4645	-7.2162	-7.7365	2.273	0.24475	0.24483000000000002	4.9688
MDAMB134VI	Gemcitabine	DNA replication	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
MDAMB134VI	IKK 16	IKK	-4.1759	0.9807	-5.1504	-5.1497	-5.2966	3.9985	0.0035145000000000003	0.0037113	7.1872
MDAMB134VI	Ibandronate sodium salt	FDPS	-2.8239	0.9266	-3.9059	-3.6032	-4.2035	1.285	0.28985	0.31842	7.5074
MDAMB134VI	Imatinib	ABL/KIT/PDGFR	-3.248	0.9236	-4.277	-4.2771	-4.5481	1.662	0	0.019107	6.5153
MDAMB134VI	Ixabepilone	TUBB	-4.4045	0.8225	-8.3685	-8.0317	-8.6548	1.305	0.3186	0.3186	4.7657
MDAMB134VI	LBH589	HDAC	-4.4776	0.9583	-6.8901	-6.6939	-7.1038	1.6615	0.26375	0.26382	6.0309
MDAMB134VI	Lestaurtinib	FLT3/JAK2/TrkA	-4.4776	0.94325	-5.5687	-5.5685	-6.4747	0.59115	0	0.18807000000000001	6.7286
MDAMB134VI	MG-132	Proteasome	-4.1759	0.975	-6.5244	-6.5185	-6.7474	2.426	0.015765	0.015788999999999997	4.9626
MDAMB134VI	MLN4924	NAE1	-4.1759	0.9722	-6.8759	-6.2974	-7.0851	0.9557	0.3555	0.3562	6.2532
MDAMB134VI	NSC663284	CDC25	-3.7773	0.9715	-5.0293	-5.029	-5.1937	2.89	0	0	6.5414
MDAMB134VI	NU6102	CDK1/2	-4.1759	0.9436	-4.5301	-4.4669	-4.6218	3.997	0.2205	0.24933000000000002	8.4107
MDAMB134VI	Nutlin 3a	MDM2	-4.1759	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8.4955
MDAMB134VI	Olomoucine II	CDK1	-3.8761	0.90095	-5.1556	-4.9295	-5.2018	3.9989999999999997	0.4163	0.4163	7.769
MDAMB134VI	Oxaliplatin	DNA cross-linker	-3.2013	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8.7614
MDAMB134VI	Oxamflatin	HDAC	-4.1759	0.96865	-5.5894	-5.5895	-6.1794	0.94685	0	0.045437	6.4246
MDAMB134VI	PD173074	FGFR1/3	-4.4776	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8.7443
MDAMB134VI	PP242 hydrate	MTOR	-4.301	0.9644	-8.37	-8.1441	-9.5949	0.331	0.07925	0.11888	3.4999
MDAMB134VI	Paclitaxel	TUBB	-4.4776	0.86265	-7.9316	-6.1622	-8.0456	2.448	0.5193	0.5193	7.5397
MDAMB134VI	SB-715992	KSP	-4.4776	0.9215	-7.0676	-6.8811	-7.3984	1.219	0.2037	0.20425	5.5852
MDAMB134VI	Sigma AKT1-2 inhibitor	AKT	-4.1759	0.9175	-4.7669	-4.7669999999999995	-5.1323	2.14	0	0.06118	7.3376
MDAMB134VI	Sunitinib Malate	PDGFR/VEGFR/KIT/FLT3	-3.7773	0.9658	-4.9123	-4.9109	-5.0599	3.6069999999999998	0.0045780000000000005	0.0046584	6.6684
MDAMB134VI	TCS2312 dihydrochloride	CHK1	-4.4776	0.9188	-5.6986	-5.5117	-5.7896	2.539	0.3777	0.38626	7.614
MDAMB134VI	Tamoxifen	ESR1	-3.7773	0.7481	-3.0115	-3.7773	NaN	0.275	0	0.6189100000000001	7.7008
MDAMB134VI	Temsirolimus	MTOR	-3.8761	0.8091	-5.1301	-5.1297	NaN	0.3561	0	0.26349	5.9702
MDAMB134VI	Topotecan	TOP1	-3.9626	0.8977	-5.8156	-5.5309	-6.8888	0.4913	0.12649000000000002	0.2275	6.2619
MDAMB134VI	Trichostatin A	HDAC	-2.301	0.9556	-4.902	-4.8003	-5.2452	1.8090000000000002	0.16595	0.16635	5.4139
MDAMB134VI	Triciribine	AKT	-4.4776	0.9055	-6.5306	-4.4776	-6.2585	0.4988	0.6758	0.7038399999999999	7.8526
MDAMB134VI	VX-680	AURK/FLT3/ABL/JAK2	-4.0	0.9695	-4.7252	-4.7252	-5.7263	0.452	0	0.3198	7.0698
MDAMB134VI	Valproic acid	HDAC	-1.8239	0.96155	-2.6459	-2.6459	-3.1453	1.272	0	0.083049	7.1326
MDAMB134VI	Vinorelbine	TUBB	-4.3335	0.7975	-7.7635	-7.5799	-7.8968	3.178	0.36005	0.36005	5.5120000000000005
MDAMB134VI	Vorinostat	HDAC	-1.7282	0.9644	-4.0162	-3.7735	-4.4372	1.1614	0.23805	0.24103000000000002	6.0621
MDAMB134VI	XRP44X	ELK3	-3.8761	0.9645	-5.9221	-5.5042	-6.007000000000001	1.7895	0.4011	0.40129000000000004	7.0335
MDAMB134VI	Z-Leu-Leu-Leu-al	Proteasome	-4.1759	0.8274	-6.6899	-6.6551	-6.7627	4.0	0.136	0.136	5.3201
MDAMB134VI	Z-Leu-Leu-Norvalinal	Proteasome	-4.1759	0.9887	-6.0569	-6.0511	-6.1492	3.9989999999999997	0.027819999999999998	0.027819999999999998	5.7423
MDAMB157	17-AAG	HSP90	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
MDAMB157	5-FU	TYMS	-1.7167	0.9802	-3.0647	-2.6788	-3.1374	0.755	0.2443	0.31051	7.2573
MDAMB157	5-FUdR	TYMS	-2.301	0.8748	-3.8560000000000003	-2.301	-3.9345	0.4172	0.389	0.50107	7.236000000000001
MDAMB157	AG1478	EGFR	-3.7773	0.7145	-4.8183	-4.7075	-4.8684	3.9330000000000003	0.3162	0.31626	7.914
MDAMB157	BIBW2992	EGFR/HER2	-4.1759	0.9637	-5.5169	-5.5155	-5.5973	4.0	0.0069099999999999995	0.0069143	6.8951
MDAMB157	Baicalein	Lipoxygenase	-3.7773	0.9472	-4.1167	-4.1167	-4.2501	2.548	0	0.17148	7.895
MDAMB157	Bortezomib	Proteasome	-3.7773	0.9927	-7.3033	-7.3015	-7.4332	3.157	0.00744	0.00744	3.4694
MDAMB157	Bosutinib	Src	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
MDAMB157	CGC-11047	Polyamine analogue	-2.301	0.7465	-3.1877	-3.1878	-3.5106	0.4622	0	0.28015	6.6765
MDAMB157	CGC-11144	Polyamine analogue	-3.15	0.99105	-6.7985	-6.7957	-7.0163	1.9580000000000002	0.005719	0.0057193	3.3156
MDAMB157	CPT-11	TOP1	-4.0696	0.9463	-4.5071	-4.5072	-4.5341	2.5669999999999997	0	0.07001399999999999	7.6905
MDAMB157	Carboplatin	DNA cross-linker	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
MDAMB157	Cisplatin	DNA cross-linker	-3.6021	0.9541	-4.6261	-4.626	-4.7712	1.794	0	0.014351	6.9506
MDAMB157	Docetaxel	TUBB	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
MDAMB157	Doxorubicin	TOP2	-6.2596	0.9345	-6.8059	-6.8059	-7.3282	1.871	0	0.092307	7.4851
MDAMB157	Epirubicin	TOP2	-3.7645	0.8114	-6.3615	-6.335	-6.4068	4.0	0.1065	0.1065	5.1224
MDAMB157	Erlotinib	EGFR	-4.1759	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9.1334
MDAMB157	Etoposide	TOP2	-3.4776	0.9397	-5.2866	-5.2864	-6.0724	0.5334	0	0.097827	5.7275
MDAMB157	Everolimus	MTOR	-4.1759	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7.3683
MDAMB157	Fascaplysin	CDK4	-4.4776	0.9457	-6.5211	-6.5212	-6.7578	1.9595	0	0	5.3349
MDAMB157	GSK1059615	PI3K	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
MDAMB157	GSK1070916	AURK	-4.4776	0.7855	-5.6706	-5.6709	-5.9571	0.4644	0	0.21821999999999997	6.436
MDAMB157	GSK1120212	MEK	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
MDAMB157	GSK1838705A	IGF1R	-4.1759	0.8740000000000001	-4.8082	-4.8081	-5.1173	1.574	0	0.13289	7.5107
MDAMB157	GSK2119563A	PI3K	-4.4776	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8.6836
MDAMB157	GSK2126458A	PI3K	-4.4776	0.95485	-6.0816	-5.4106	-6.5395	0.64435	0.29795	0.38499	6.9857
MDAMB157	GSK461364	PLK1	-4.4776	0.9444	-9.0436	-8.9391	-9.061	2.636	0.23399999999999999	0.23399999999999999	3.5893
MDAMB157	GSK923295	CENPE	-4.4776	0.9609	-7.5316	-7.3921	-7.5478	2.1109999999999998	0.2465	0.2465	5.3395
MDAMB157	Gefitinib	EGFR	-4.4776	0.86755	-4.7946	-4.7605	-4.8727	3.089	0.1164	0.22834000000000002	8.1918
MDAMB157	Geldanamycin	HSP90	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
MDAMB157	Gemcitabine	DNA replication	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
MDAMB157	IKK 16	IKK	-4.1759	0.9907	-5.5299	-5.5303	-5.7266	2.495	0	0	6.5296
MDAMB157	Ibandronate sodium salt	FDPS	-2.8239	0.9687	-4.1909	-4.1744	-4.386	1.841	0.03327	0.036206	6.8707
MDAMB157	Imatinib	ABL/KIT/PDGFR	-3.248	0.9862	-4.566	-4.5652	-4.7246	3.0205	0.003279	0.0035799	6.6366
MDAMB157	Ixabepilone	TUBB	-4.4045	0.97185	-8.0545	-7.9475	-8.3635	1.13	0.11797	0.11805	4.02
MDAMB157	LBH589	HDAC	-4.4776	0.9879	-6.9976	-6.9973	-7.3133	1.09	0	0.0017894999999999999	4.9496
MDAMB157	Lestaurtinib	FLT3/JAK2/TrkA	-4.4776	0.9434	-6.2476	-6.1515	-6.4829	1.136	0.1115	0.12007999999999999	6.4404
MDAMB157	MG-132	Proteasome	-4.1759	0.9925	-6.6299	-6.6281	-6.8061	2.252	0.005849	0.005852	5.064
MDAMB157	MLN4924	NAE1	-4.1759	0.9626	-7.0049	-6.6396	-7.2785	0.7059	0.2237	0.23144	5.4395
MDAMB157	NSC663284	CDC25	-3.7773	0.9639	-5.7633	-5.7624	-5.8555	3.9989999999999997	0.0018039999999999998	0.0018039999999999998	6.26
MDAMB157	NU6102	CDK1/2	-4.1759	0.7402	-4.2713	-4.2713	-4.2761	3.992	0	0.29383000000000004	8.3532
MDAMB157	Nutlin 3a	MDM2	-4.1759	0.90635	-4.3947	-4.3432	-4.4637	3.9989999999999997	0.2124	0.43838999999999995	8.4537
MDAMB157	Olomoucine II	CDK1	-3.8761	0.9806	-5.1231	-5.093999999999999	-5.1873	4.0	0.1158	0.11581	7.1629
MDAMB157	Oxaliplatin	DNA cross-linker	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
MDAMB157	Oxamflatin	HDAC	-4.1759	0.9752	-5.8159	-5.8159	-6.1392	1.051	0	0.018546	6.1566
MDAMB157	PD173074	FGFR1/3	-4.4776	0.9652	-5.2152	-5.2151	-5.7010000000000005	1.186	0	0.11773	7.2226
MDAMB157	PP242 hydrate	MTOR	-4.301	0.9776	-7.696000000000001	-7.6959	-7.9967	0.3909	0	0.044972000000000005	3.6514
